phrase,category,d_speeches,r_speeches,total,percent_of_d_speeches,percent_of_r_speeches,chi2,pval
just week,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
just years,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
farmers ranchers,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
best way,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
family services,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
paying job,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743
team work,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
business climate,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743
just people,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
just need,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
improve access,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
right time,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
job growth,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743
second chances,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
capital investment,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743
sure people,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
safety net,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
jobs know,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743
open new,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
new industries,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743
business owner,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743
record breaking,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
budget proposes,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743
tonight proud,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
apprenticeship programs,education,2,3,5,8.7,11.11,0.072463768,0.787782743
ll make,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
ll tell,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
local communities,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
year state,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
violent offenders,crime/justice,2,3,5,8.7,11.11,0.072463768,0.787782743
future let,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
bond rating,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743
governor committed,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
12 schools,education,2,3,5,8.7,11.11,0.072463768,0.787782743
single day,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
especially rural,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
single person,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
proud announce,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
college degree,education,2,3,5,8.7,11.11,0.072463768,0.787782743
education budget,education,2,3,5,8.7,11.11,0.072463768,0.787782743
education programs,education,2,3,5,8.7,11.11,0.072463768,0.787782743
legislation year,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
billions dollars,economy/fiscal issues,2,3,5,8.7,11.11,0.072463768,0.787782743
state continue,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
let just,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
outdoor recreation,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
level playing field,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
graduation rate,education,2,3,5,8.7,11.11,0.072463768,0.787782743
time history,NA,2,3,5,8.7,11.11,0.072463768,0.787782743
good education,education,2,3,5,8.7,11.11,0.072463768,0.787782743
especially,NA,15,16,31,65.22,59.26,0.071113189,0.789722821
companies,economy/fiscal issues,15,16,31,65.22,59.26,0.071113189,0.789722821
big,NA,15,16,31,65.22,59.26,0.071113189,0.789722821
need,NA,23,25,48,100,92.59,0.070987654,0.789904148
health,health care,23,25,48,100,92.59,0.070987654,0.789904148
making,NA,23,25,48,100,92.59,0.070987654,0.789904148
economic,economy/fiscal issues,23,25,48,100,92.59,0.070987654,0.789904148
budget,economy/fiscal issues,23,25,48,100,92.59,0.070987654,0.789904148
students,education,23,25,48,100,92.59,0.070987654,0.789904148
investments,NA,14,18,32,60.87,66.67,0.065217391,0.798431965
having,NA,14,18,32,60.87,66.67,0.065217391,0.798431965
remember,NA,14,18,32,60.87,66.67,0.065217391,0.798431965
reminder,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
rules,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
roads bridges,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
illness,health care,5,5,10,21.74,18.52,0.064412238,0.799653425
shot,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
technologies,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
previous,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
fiscally,economy/fiscal issues,5,5,10,21.74,18.52,0.064412238,0.799653425
tax credit,economy/fiscal issues,5,5,10,21.74,18.52,0.064412238,0.799653425
planning,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
supports,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
apprenticeship,education,5,5,10,21.74,18.52,0.064412238,0.799653425
leaving,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
apply,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
condition,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
net,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
attend,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
constituents,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
electricity,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
grew,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
nature,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
fast,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
common ground,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
knowledge,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
aggressive,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
contribute,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
beauty,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
26,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
400,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
couldn,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
assist,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
45,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
death,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
emerging,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
diverse,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
coming weeks,NA,5,5,10,21.74,18.52,0.064412238,0.799653425
economy,economy/fiscal issues,22,24,46,95.65,88.89,0.061751733,0.803748375
days,NA,14,15,29,60.87,55.56,0.060469765,0.805754992
person,NA,14,15,29,60.87,55.56,0.060469765,0.805754992
ideas,NA,14,15,29,60.87,55.56,0.060469765,0.805754992
met,NA,14,15,29,60.87,55.56,0.060469765,0.805754992
join,NA,14,15,29,60.87,55.56,0.060469765,0.805754992
love,NA,14,15,29,60.87,55.56,0.060469765,0.805754992
assembly,NA,10,13,23,43.48,48.15,0.058881187,0.808273088
employers,economy/fiscal issues,10,13,23,43.48,48.15,0.058881187,0.808273088
executive,NA,10,13,23,43.48,48.15,0.058881187,0.808273088
happen,NA,10,13,23,43.48,48.15,0.058881187,0.808273088
chamber,NA,10,13,23,43.48,48.15,0.058881187,0.808273088
improving,NA,10,13,23,43.48,48.15,0.058881187,0.808273088
senator,NA,10,13,23,43.48,48.15,0.058881187,0.808273088
lowest,NA,10,13,23,43.48,48.15,0.058881187,0.808273088
reading,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
track,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
150,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
body,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
20 years,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
prioritize,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
thank god bless,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
closing,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
vital,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
operations,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
gallery,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
supported,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
direct,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
property,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
willingness,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
enter,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
stand recognized,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
deal,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
partnerships,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
standing,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
state strong,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
actions,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
past year,NA,6,8,14,26.09,29.63,0.055670577,0.81347447
best ideas,NA,4,4,8,17.39,14.81,0.051529791,0.820422388
best state,NA,4,4,8,17.39,14.81,0.051529791,0.820422388
ago stood,NA,4,4,8,17.39,14.81,0.051529791,0.820422388
lt governor,NA,4,4,8,17.39,14.81,0.051529791,0.820422388
work hard,NA,4,4,8,17.39,14.81,0.051529791,0.820422388
state police,crime/justice,4,4,8,17.39,14.81,0.051529791,0.820422388
isn just,NA,4,4,8,17.39,14.81,0.051529791,0.820422388
loved ones,NA,4,4,8,17.39,14.81,0.051529791,0.820422388
people need,NA,4,4,8,17.39,14.81,0.051529791,0.820422388
oath office,NA,4,4,8,17.39,14.81,0.051529791,0.820422388
don think,NA,4,4,8,17.39,14.81,0.051529791,0.820422388
members judiciary,NA,4,4,8,17.39,14.81,0.051529791,0.820422388
want moment,NA,4,4,8,17.39,14.81,0.051529791,0.820422388
tax relief,economy/fiscal issues,4,4,8,17.39,14.81,0.051529791,0.820422388
20,NA,13,14,27,56.52,51.85,0.050158049,0.822788485
stronger,NA,13,14,27,56.52,51.85,0.050158049,0.822788485
honor,NA,13,14,27,56.52,51.85,0.050158049,0.822788485
welcome,NA,13,14,27,56.52,51.85,0.050158049,0.822788485
entire,NA,13,14,27,56.52,51.85,0.050158049,0.822788485
lot,NA,13,14,27,56.52,51.85,0.050158049,0.822788485
approach,NA,13,14,27,56.52,51.85,0.050158049,0.822788485
hundreds,NA,13,14,27,56.52,51.85,0.050158049,0.822788485
possible,NA,15,19,34,65.22,70.37,0.048498627,0.825696677
general,NA,15,19,34,65.22,70.37,0.048498627,0.825696677
strong,NA,20,22,42,86.96,81.48,0.044321754,0.833256127
dollars,economy/fiscal issues,20,22,42,86.96,81.48,0.044321754,0.833256127
legislature,NA,20,22,42,86.96,81.48,0.044321754,0.833256127
continue,NA,20,25,45,86.96,92.59,0.043836107,0.834158833
right,NA,20,25,45,86.96,92.59,0.043836107,0.834158833
unemployment,economy/fiscal issues,12,13,25,52.17,48.15,0.040257649,0.840977663
legislation,NA,12,13,25,52.17,48.15,0.040257649,0.840977663
millions,NA,12,13,25,52.17,48.15,0.040257649,0.840977663
process,NA,12,13,25,52.17,48.15,0.040257649,0.840977663
giving,NA,12,13,25,52.17,48.15,0.040257649,0.840977663
criminal justice,crime/justice,12,13,25,52.17,48.15,0.040257649,0.840977663
half,NA,12,13,25,52.17,48.15,0.040257649,0.840977663
decisions,NA,12,13,25,52.17,48.15,0.040257649,0.840977663
higher education,education,11,14,25,47.83,51.85,0.040257649,0.840977663
officials,NA,11,14,25,47.83,51.85,0.040257649,0.840977663
learn,NA,11,14,25,47.83,51.85,0.040257649,0.840977663
large small,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
report state state,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
report state,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
health substance,health care,3,3,6,13.04,11.11,0.038647343,0.844148964
serve people,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
session let,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
corner state,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
guests fellow,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
constitutional amendment,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
grant program,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
state address,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
state forward,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
community leaders,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
state state address,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
state stronger,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
state work,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
funding formula,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
time come,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
round applause,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
today thank,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
internet access,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
took oath,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
today want,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
making difference,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
need support,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
months ago,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
fully fund,economy/fiscal issues,3,3,6,13.04,11.11,0.038647343,0.844148964
business leaders,economy/fiscal issues,3,3,6,13.04,11.11,0.038647343,0.844148964
budget includes,economy/fiscal issues,3,3,6,13.04,11.11,0.038647343,0.844148964
mr president mr,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
mental health substance,mental health/substance abuse,3,3,6,13.04,11.11,0.038647343,0.844148964
40 percent,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
work ve,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
people great state,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
people great,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
schools need,education,3,3,6,13.04,11.11,0.038647343,0.844148964
students graduate,education,3,3,6,13.04,11.11,0.038647343,0.844148964
path forward,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
elementary school,education,3,3,6,13.04,11.11,0.038647343,0.844148964
cut taxes,economy/fiscal issues,3,3,6,13.04,11.11,0.038647343,0.844148964
meet needs,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
million year,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
president mr,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
president mr speaker,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
new program,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
colleges universities,education,3,3,6,13.04,11.11,0.038647343,0.844148964
african american,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
want recognize,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
led nation,NA,3,3,6,13.04,11.11,0.038647343,0.844148964
new taxes,economy/fiscal issues,3,3,6,13.04,11.11,0.038647343,0.844148964
money,economy/fiscal issues,19,21,40,82.61,77.78,0.036231884,0.849037424
lives,NA,19,21,40,82.61,77.78,0.036231884,0.849037424
use,NA,16,20,36,69.57,74.07,0.035068885,0.851451387
building,NA,16,20,36,69.57,74.07,0.035068885,0.851451387
ahead,NA,16,20,36,69.57,74.07,0.035068885,0.851451387
income,economy/fiscal issues,16,20,36,69.57,74.07,0.035068885,0.851451387
did,NA,16,20,36,69.57,74.07,0.035068885,0.851451387
leaders,NA,16,20,36,69.57,74.07,0.035068885,0.851451387
public,NA,21,26,47,91.3,96.3,0.032925618,0.856011099
way,NA,21,26,47,91.3,96.3,0.032925618,0.856011099
help,NA,21,26,47,91.3,96.3,0.032925618,0.856011099
governor,NA,21,26,47,91.3,96.3,0.032925618,0.856011099
justices,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
2020,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
teach,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
legacy,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
received,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
tech,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
broken,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
brings,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
doubt,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
abuse,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
resource,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
increases,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
grant,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
balance,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
public private,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
tackle,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
seeking,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
representative,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
privilege,NA,7,9,16,30.43,33.33,0.032608696,0.856698213
court,NA,11,12,23,47.83,44.44,0.030875866,0.860517615
transportation,NA,11,12,23,47.83,44.44,0.030875866,0.860517615
saw,NA,11,12,23,47.83,44.44,0.030875866,0.860517615
changing,NA,11,12,23,47.83,44.44,0.030875866,0.860517615
tomorrow,NA,11,12,23,47.83,44.44,0.030875866,0.860517615
raising,NA,11,12,23,47.83,44.44,0.030875866,0.860517615
expand,NA,18,20,38,78.26,74.07,0.028646495,0.865597835
open business,economy/fiscal issues,3,4,7,13.04,14.81,0.027835289,0.867496644
budget proposal,economy/fiscal issues,3,4,7,13.04,14.81,0.027835289,0.867496644
family friends,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
speaker members,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
fastest growing,economy/fiscal issues,3,4,7,13.04,14.81,0.027835289,0.867496644
million dollar,economy/fiscal issues,3,4,7,13.04,14.81,0.027835289,0.867496644
states country,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
number state,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
100 percent,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
property tax,economy/fiscal issues,3,4,7,13.04,14.81,0.027835289,0.867496644
60 percent,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
president trump,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
makes sense,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
make mistake,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
pro tem,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
make lives,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
make government,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
dollars new,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
let tell,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
better future,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
single year,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
200 million,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
40 000,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
50 years,NA,3,4,7,13.04,14.81,0.027835289,0.867496644
ground,NA,12,15,27,52.17,55.56,0.026301664,0.87116578
legislators,NA,12,15,27,52.17,55.56,0.026301664,0.87116578
spending,economy/fiscal issues,12,15,27,52.17,55.56,0.026301664,0.87116578
power,NA,12,15,27,52.17,55.56,0.026301664,0.87116578
long term,NA,12,15,27,52.17,55.56,0.026301664,0.87116578
isn,NA,12,15,27,52.17,55.56,0.026301664,0.87116578
justice,NA,17,21,38,73.91,77.78,0.024408848,0.875849119
college,education,17,21,38,73.91,77.78,0.024408848,0.875849119
today,NA,22,27,49,95.65,100,0.023957409,0.876993331
families,NA,22,27,49,95.65,100,0.023957409,0.876993331
better,NA,22,27,49,95.65,100,0.023957409,0.876993331
dream,NA,10,11,21,43.48,40.74,0.022160877,0.881659923
historic,NA,10,11,21,43.48,40.74,0.022160877,0.881659923
told,NA,10,11,21,43.48,40.74,0.022160877,0.881659923
places,NA,10,11,21,43.48,40.74,0.022160877,0.881659923
north,NA,10,11,21,43.48,40.74,0.022160877,0.881659923
control,NA,10,11,21,43.48,40.74,0.022160877,0.881659923
15,NA,10,11,21,43.48,40.74,0.022160877,0.881659923
mean,NA,10,11,21,43.48,40.74,0.022160877,0.881659923
nearly,NA,17,19,36,73.91,70.37,0.021649669,0.883022888
term,NA,17,19,36,73.91,70.37,0.021649669,0.883022888
success,NA,17,19,36,73.91,70.37,0.021649669,0.883022888
technical,NA,8,10,18,34.78,37.04,0.017534443,0.894653929
partnership,NA,8,10,18,34.78,37.04,0.017534443,0.894653929
spirit,NA,8,10,18,34.78,37.04,0.017534443,0.894653929
keeping,NA,8,10,18,34.78,37.04,0.017534443,0.894653929
solve,NA,8,10,18,34.78,37.04,0.017534443,0.894653929
state history,NA,8,10,18,34.78,37.04,0.017534443,0.894653929
comprehensive,NA,8,10,18,34.78,37.04,0.017534443,0.894653929
decade,NA,8,10,18,34.78,37.04,0.017534443,0.894653929
talent,NA,8,10,18,34.78,37.04,0.017534443,0.894653929
time,NA,23,26,49,100,96.3,0.017384732,0.89510201
year,NA,23,26,49,100,96.3,0.017384732,0.89510201
opportunity,NA,23,26,49,100,96.3,0.017384732,0.89510201
like,NA,23,26,49,100,96.3,0.017384732,0.89510201
know,NA,23,26,49,100,96.3,0.017384732,0.89510201
just,NA,23,26,49,100,96.3,0.017384732,0.89510201
best,NA,23,26,49,100,96.3,0.017384732,0.89510201
high,NA,23,26,49,100,96.3,0.017384732,0.89510201
lead,NA,18,22,40,78.26,81.48,0.01610306,0.899021263
businesses,economy/fiscal issues,18,22,40,78.26,81.48,0.01610306,0.899021263
stand,NA,18,22,40,78.26,81.48,0.01610306,0.899021263
local,NA,18,22,40,78.26,81.48,0.01610306,0.899021263
leader,NA,13,16,29,56.52,59.26,0.016047532,0.899194584
issue,NA,13,16,29,56.52,59.26,0.016047532,0.899194584
ways,NA,16,18,34,69.57,66.67,0.015345269,0.901413439
bless god bless,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
national guard,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
initiative,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
expanded,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
agency,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
market,economy/fiscal issues,9,10,19,39.13,37.04,0.014323248,0.904736825
labor,economy/fiscal issues,9,10,19,39.13,37.04,0.014323248,0.904736825
bringing,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
benefit,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
funded,economy/fiscal issues,9,10,19,39.13,37.04,0.014323248,0.904736825
secretary,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
existing,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
heart,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
amazing,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
earned,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
value,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
propose,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
mr speaker,NA,9,10,19,39.13,37.04,0.014323248,0.904736825
president,NA,22,25,47,95.65,92.59,0.01236852,0.91144677
good,NA,22,25,47,95.65,92.59,0.01236852,0.91144677
create,NA,22,25,47,95.65,92.59,0.01236852,0.91144677
nation,NA,22,25,47,95.65,92.59,0.01236852,0.91144677
schools,education,22,25,47,95.65,92.59,0.01236852,0.91144677
speaker,NA,22,25,47,95.65,92.59,0.01236852,0.91144677
state state,NA,15,17,32,65.22,62.96,0.009863124,0.920889549
thing,NA,15,17,32,65.22,62.96,0.009863124,0.920889549
long,NA,19,23,42,82.61,85.19,0.009815198,0.921081356
highest,NA,14,17,31,60.87,62.96,0.008778765,0.925351393
led,NA,14,17,31,60.87,62.96,0.008778765,0.925351393
getting,NA,14,17,31,60.87,62.96,0.008778765,0.925351393
talk,NA,14,17,31,60.87,62.96,0.008778765,0.925351393
ll work,NA,4,5,9,17.39,18.52,0.008767221,0.925400344
don want,NA,4,5,9,17.39,18.52,0.008767221,0.925400344
status quo,NA,4,5,9,17.39,18.52,0.008767221,0.925400344
tax code,economy/fiscal issues,4,5,9,17.39,18.52,0.008767221,0.925400344
day day,NA,4,5,9,17.39,18.52,0.008767221,0.925400344
schools state,education,4,5,9,17.39,18.52,0.008767221,0.925400344
mental health services,mental health/substance abuse,4,5,9,17.39,18.52,0.008767221,0.925400344
medicaid expansion,health care,4,5,9,17.39,18.52,0.008767221,0.925400344
year let,NA,4,5,9,17.39,18.52,0.008767221,0.925400344
mental illness,mental health/substance abuse,4,5,9,17.39,18.52,0.008767221,0.925400344
hard working,NA,4,5,9,17.39,18.52,0.008767221,0.925400344
make difference,NA,4,5,9,17.39,18.52,0.008767221,0.925400344
department labor,NA,4,5,9,17.39,18.52,0.008767221,0.925400344
systems,NA,9,11,20,39.13,40.74,0.00805153,0.928501524
500,NA,9,11,20,39.13,40.74,0.00805153,0.928501524
guard,NA,9,11,20,39.13,40.74,0.00805153,0.928501524
bless god,NA,9,11,20,39.13,40.74,0.00805153,0.928501524
classrooms,education,9,11,20,39.13,40.74,0.00805153,0.928501524
kind,NA,9,11,20,39.13,40.74,0.00805153,0.928501524
strength,NA,9,11,20,39.13,40.74,0.00805153,0.928501524
god bless god,NA,9,11,20,39.13,40.74,0.00805153,0.928501524
rise,NA,9,11,20,39.13,40.74,0.00805153,0.928501524
hold,NA,9,11,20,39.13,40.74,0.00805153,0.928501524
proposing,NA,9,11,20,39.13,40.74,0.00805153,0.928501524
code,NA,8,9,17,34.78,33.33,0.007672634,0.930199709
outcomes,NA,8,9,17,34.78,33.33,0.007672634,0.930199709
transparency,NA,8,9,17,34.78,33.33,0.007672634,0.930199709
opening,NA,8,9,17,34.78,33.33,0.007672634,0.930199709
promote,NA,8,9,17,34.78,33.33,0.007672634,0.930199709
fewer,NA,8,9,17,34.78,33.33,0.007672634,0.930199709
thank god,NA,8,9,17,34.78,33.33,0.007672634,0.930199709
clear,NA,14,16,30,60.87,59.26,0.005367687,0.941595643
different,NA,14,16,30,60.87,59.26,0.005367687,0.941595643
important,NA,20,24,44,86.96,88.89,0.005270092,0.942128087
provide,NA,20,24,44,86.96,88.89,0.005270092,0.942128087
needs,NA,20,24,44,86.96,88.89,0.005270092,0.942128087
look,NA,20,24,44,86.96,88.89,0.005270092,0.942128087
world,NA,20,23,43,86.96,85.19,0.004531326,0.946330836
0,NA,20,23,43,86.96,85.19,0.004531326,0.946330836
commitment,NA,15,18,33,65.22,66.67,0.003952569,0.949870453
creating,NA,15,18,33,65.22,66.67,0.003952569,0.949870453
areas,NA,15,18,33,65.22,66.67,0.003952569,0.949870453
career,economy/fiscal issues,15,18,33,65.22,66.67,0.003952569,0.949870453
looking,NA,15,18,33,65.22,66.67,0.003952569,0.949870453
critical,NA,15,18,33,65.22,66.67,0.003952569,0.949870453
infrastructure,NA,15,18,33,65.22,66.67,0.003952569,0.949870453
energy,energy/environment,15,18,33,65.22,66.67,0.003952569,0.949870453
house,NA,15,18,33,65.22,66.67,0.003952569,0.949870453
public education,education,7,8,15,30.43,29.63,0.002683843,0.958683416
lose,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
idea,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
launched,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
relief,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
added,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
proposals,NA,7,8,15,30.43,29.63,0.002683843,0.958683416
